articulo,marca,nombre,descripcion_lp,talles,curva,precio_excel,match,score,en_sitio,sitio_nombre,sitio_sku,sitio_imagen,sitio_descripcion_corta,sitio_precio,sitio_url
80572,MICKEY,CAMPERA FRISA MICKEY,CAMPERA FRISA MICKEY,2-4-6-8,2-2-1-1,22500,fuzzy,0.50,si,Campera de frisa Stitch,83209-gris,https://magicstore.com.ar/wp-content/uploads/2026/02/83209-1.jpg,"¡Llevá el estilo de Ohana a todos lados! Este buzo de Stitch no es solo una prenda abrigada, es una pieza de colección para los fanáticos de Lilo & Stitch. Diseñado con una combinación de colores moderna y detalles que resaltan, es ideal para un look relajado, urbano y lleno de personalidad.",54999,https://magicstore.com.ar/campera-de-frisa-stitch/
80575,MICKEY,Buzo CR Mickey,Buzo CR Mickey,2-4-6-8,2-2-1-1,14990,sku,1.00,si,Buzo de frisa Mickey,80575%gris,https://magicstore.com.ar/wp-content/uploads/2025/02/524-scaled.jpg,"Este buzo de Mickey Mouse de frisa es perfecto para abrigar con estilo. Confeccionado en tela suave y calentita, incluye estampa frontal y en mangas con el clásico personaje de Disney, ideal para los fanáticos del ratón más querido. Su diseño moderno y cómodo lo convierte en una prenda ideal para todos los días.",32999,https://magicstore.com.ar/buzo-de-frisa-mickey/
80576,MICKEY,Remera ML Mickey,Remera ML Mickey,2-4,1 X TALLE,7990,sku,1.00,si,Remera Mickey Clasico,80576%gris,https://magicstore.com.ar/wp-content/uploads/2025/01/magic-3.jpg,"Remera de algodón con bajo de manga a contratono, estampada. Confeccionada en material suave y cómodo, ideal para un look casual y moderno. Diseño único y estilizado, perfecto para el día a día.",19500,https://magicstore.com.ar/remera-mickey-clasico-2/
80740,AVENGERS,Pijama ML Avengers,Pijama ML Avengers,2-4-6-8-10-12-14,1-2-2-2-1-1-1,14990,sku,1.00,si,Pijama Disfraz Iron Man &#8211; Marvel,80740,https://magicstore.com.ar/wp-content/uploads/2025/03/Conjunto-Pijama-Iron-Man-Marvel.webp,"Pijama Disfraz Iron Man – Marvel Descubre el pijama disfraz Iron Man oficial de Marvel, confeccionado en algodón y modal sublimado con pantalón liso. Su tejido suave y transpirable ofrece un ajuste cómodo, mientras que su diseño inspirado en la armadura de Iron Man aporta un look heroico y moderno. Perfecto para un descanso excepcional y para que los pequeños fanáticos vivan aventuras soñadas cada noche. Materiales premium: mezcla de algodón y modal sublimado Diseño tematizado Iron Man con estampados de alta definición Pantalón liso de corte cómodo y resistente Costuras reforzadas que garantizan durabilidad tras múltiples lavados Fácil cuidado: lavable a máquina y de secado rápido Disponible en varias tallas para niños y niñas fanáticos de Marvel Convierte la hora de dormir en una misión épica con este pijama disfraz Iron Man de Marvel, diseñado para ofrecer estilo, confort y calidad en cada aventura nocturna.",35999,https://magicstore.com.ar/pijama-iron-man/
80753,AVENGERS,Remera ML Avengers,Remera ML Avengers,2-4-6-8-10-12-14-16,1-2-2-2-2-2-2-1,9990,sku,1.00,si,Remera Manga Larga Marvel,80753-gris,https://magicstore.com.ar/wp-content/uploads/2026/02/80753-1.jpg,"¡Llevá el icónico logo de Marvel con orgullo! Esta remera blanca de manga larga es la prenda ideal para media estación o para usar debajo de tus buzos favoritos. Con un diseño clásico y minimalista, combina con absolutamente todo, aportando un estilo urbano y auténtico a los más chicos.",23999,https://magicstore.com.ar/remera-manga-larga-marvel-2/
80760,AVENGERS,Slip Avengers,Slip Avengers,2-4-6-8-10-12,1-2-2-2-2-1,2990,sku,1.00,si,Slip avengers para niños – MARVEL,80760-único,,"Slip avengers para niños – MARVEL. Inspirada en Avengers, disfruta de una prenda que combina estilo y comodidad, confeccionada en JERSEY 24.1 de alta calidad, disponible en talles 2-4-6-8-10-12. Perfecta para destacar en cada ocasión y acompañar tus aventuras diarias. ¡Hazla tuya y renueva tu look con diversión y versatilidad!",0,https://magicstore.com.ar/slip-avengers-para-ninos-marvel/
80786,AVENGERS,Boxer Avengers,Boxer Avengers,4-6-8-10-12,2-2-2-1-1,3990,sku,1.00,si,Boxer avengers para niños – MARVEL,80786-único,,"Boxer avengers para niños – MARVEL. Inspirada en Avengers, disfruta de una prenda que combina estilo y comodidad, confeccionada en JERSEY 24.1 de alta calidad, disponible en talles 4-6-8-10-12-14. Perfecta para destacar en cada ocasión y acompañar tus aventuras diarias. ¡Hazla tuya y renueva tu look con diversión y versatilidad!",0,https://magicstore.com.ar/boxer-avengers-para-ninos-marvel/
80790,AVENGERS,Remera ML Avengers,Remera ML Avengers,2-4-6-8-10-12-14,1-2-2-2-1-1-1,9990,sku,1.00,si,Remera manga larga capitan america,80790%gris,https://magicstore.com.ar/wp-content/uploads/2025/02/80790-frente-1-scaled.jpg,"¡Lleva el espíritu del primer Vengador con la Remera Capitán América! Inspirada en el icónico superhéroe de Marvel, esta remera destaca con un diseño épico que representa el coraje y la justicia de Steve Rogers. Confeccionada en materiales cómodos y de alta calidad, es perfecta para los fanáticos que quieren lucir el escudo del Capitán América con orgullo. Ideal para cualquier ocasión, ya sea una misión heroica o un día de aventuras. ¡Viste como un verdadero defensor de la libertad!",23999,https://magicstore.com.ar/buzo-estampado-gastado/
80802,AVENGERS,Buzo capucha Avengers,Buzo capucha Avengers,2-4-6-8-10-12-14,1-2-2-2-1-1-1,19990,sku,1.00,si,Buzo Marvel,80802%negro,https://magicstore.com.ar/wp-content/uploads/2025/04/magik-2304911.webp,"Abrigo, estilo y acción en una sola prenda. Este buzo canguro de frisa es ideal para los días frescos. Cuenta con capucha forrada en color contratono y cordón ajustable para mayor comodidad. Su estampa con efecto puff y el logo de Marvel le dan un toque único para los fanáticos del universo de superhéroes. Perfecto para combinar con jeans, joggers o pantalones deportivos.",43999,https://magicstore.com.ar/buzo-marvel/
80829,AVENGERS,Buzo Avengers,Buzo Avengers,2-4-6-8-10-12-14,1-2-2-2-1-1-1,17990,sku,1.00,si,Buzo de Frisa Escudo Capitan America &#8211; Marvel,80829-gris,https://magicstore.com.ar/wp-content/uploads/2025/03/Nino-usando-buzo-frisa-Capitan-America-.webp,"h2>Buzo de Frisa Capitán América – Marvel Este buzo de frisa del Capitán América es la prenda ideal para los días fríos. Confeccionado en frisa suave y térmica, brinda un abrigo confortable sin perder libertad de movimiento. Su diseño destaca por el icónico escudo del Capitán América en el frente, ideal para los fanáticos del universo Marvel. El corte clásico, los puños y cintura elastizados y el interior afelpado aseguran un calce cómodo para el día a día, tanto en casa como en la escuela. Una prenda funcional, resistente y llena de estilo. Frisa de alta calidad: suave, abrigada y duradera Escudo del Capitán América Puños y cintura canalé para mejor ajuste Corte regular fit que permite libertad de movimiento Disponible en tallas infantiles Sumá a tu guardarropa el poder del escudo con este buzo de Capitán América, perfecto para cualquier día de acción.",39999,https://magicstore.com.ar/buzo-frisa-capitan-america/
80869,AVENGERS,Pijama ML Avengers,Pijama ML Avengers,2-4-6-8-10-12-14,1-2-2-2-1-1-1,19990,sku,1.00,si,Pijama Marvel Legends,80869leste,https://magicstore.com.ar/wp-content/uploads/2025/02/80869-completo.jpg,"¡Duerme como un verdadero héroe con el Pijama Marvel Heroes! Este pijama presenta a tus superhéroes favoritos de Marvel, incluyendo a Spider-Man, Iron Man, Capitán América, y muchos más. Confeccionado con materiales suaves y cómodos, garantiza un descanso placentero mientras te aventuras en los mundos de tus héroes. Ideal para los más pequeños que sueñan con salvar el día, ¡este pijama te ayudará a recargar energías para tu próxima misión heroica!",47999,https://magicstore.com.ar/pijama-marvel-legends/
80877,AVENGERS,Remera ML Avengers,Remera ML Avengers,2-4-6-8-10-12-14,1 X TALLE,7990,sku,1.00,si,Remera Groot Raices,80877%blanco,https://magicstore.com.ar/wp-content/uploads/2025/01/magic-21.jpg,"Remera de algodón con sobre manga y bordador a contratono. Estampa frontal y en manga con efecto puff. Confeccionada en material suave y cómodo, ideal para un look moderno y estilizado. Diseño único y original, perfecto para destacar en el día a día.",19500,https://magicstore.com.ar/remera-groot-raices-2/
80878,AVENGERS,CAMPERA ABRIGO AVENGERS,CAMPERA ABRIGO AVENGERS,4-6-8-10-12,1 X TALLE,44990,fuzzy,0.50,si,Campera de abrigo Siré,43425-negro,https://magicstore.com.ar/wp-content/uploads/2026/04/t1-3.webp,"Preparalos para los días más fríos con nuestra Campera Inflable Puffer Brillante. Es la combinación perfecta entre estilo moderno y máxima protección térmica. Gracias a su acabado tipo charol/siré, no solo es tendencia, sino que también es súper fácil de limpiar y resistente al viento. Características Principales: Interior de Corderito: Forrada íntegramente en suave corderito premium para mantener el calor corporal en todo momento. Acabado Brillante (Siré): Un look moderno que destaca y repele la humedad superficial. Capucha Protectora: Amplia y forrada, ideal para proteger orejas y cabeza del frío intenso. Diseño Puffer: Estilo inflable con costuras horizontales que aseguran que el relleno se mantenga en su lugar. Cierre Reforzado: Cremallera frontal completa para facilitar el cambiado de los niños.",59999,https://magicstore.com.ar/campera-de-abrigo-sire/
80880,AVENGERS,Pijama ML Avengers,Pijama ML Avengers,2-4-6-8-10-12-14,1-2-2-2-1-1-1,11990,sku,1.00,si,Pijama Guardianes de la galaxia,80880%negro,https://magicstore.com.ar/wp-content/uploads/2025/02/80880-completo.jpg,"¡Únete a los Guardianes de la Galaxia en tus sueños con este increíble pijama! Inspirado en los héroes intergalácticos de Marvel, este pijama presenta a tus personajes favoritos, como Star-Lord, Gamora, Rocket y Groot. Confeccionado con materiales suaves y cómodos, es ideal para una noche llena de aventuras cósmicas. Perfecto para los pequeños fanáticos de los Guardianes, este pijama te llevará a un viaje a través del espacio mientras descansas al máximo.",28999,https://magicstore.com.ar/pijama-guardianes-de-la-galaxia/
80882,AVENGERS,Jogging Avengers,Jogging Avengers,2-4-6-8-10-12-14,1-2-2-2-1-1-1,16990,sku,1.00,si,Jogging Frisa Capitan América,80882%azul,https://magicstore.com.ar/wp-content/uploads/2025/02/magic_Jogging-Frisa-Capitan-America.webp,"¡Corre como un verdadero héroe con el Jogging Capitán América! Inspirado en el Capitán América, este jogging presenta un diseño que refleja la valentía y el espíritu de lucha del superhéroe más icónico de Marvel. Hecho con materiales cómodos y suaves, es perfecto para los pequeños que quieren sentirse como el protector de la libertad, sin perder estilo ni comodidad. Ya sea para entrenar o para descansar, este jogging será tu mejor compañero en cualquier misión. ¡Haz que el poder del escudo del Capitán América te acompañe en cada paso!",37500,https://magicstore.com.ar/jogging-frisa-capitan-america/
80883,AVENGERS,Pijama ML Avengers,Pijama ML Avengers,2-4-6-8-10-12-14,1-2-2-2-1-1-1,14990,sku,1.00,si,Pijama Hulk,80883%negro,https://magicstore.com.ar/wp-content/uploads/2025/02/80883-completo-1.jpg,"¡Despierta el poder de Hulk en tus sueños con este increíble pijama! Diseñado para los fanáticos del Gigante Verde, este pijama presenta detalles vibrantes inspirados en la fuerza imparable de Hulk. Confeccionado con materiales suaves y cómodos, es perfecto para dormir con estilo mientras imaginas tener la fuerza de Hulk al alcance de tu mano. Ideal para los pequeños que sueñan con ser tan fuertes como el héroe más poderoso de Marvel.",35999,https://magicstore.com.ar/pijama-hulk/
80884,AVENGERS,Buzo Avengers,Buzo Avengers,2-4-6-8-10-12-14,1-2-2-2-1-1-1,17990,sku,1.00,si,Buzo Logo Marvel,80884%negro,https://magicstore.com.ar/wp-content/uploads/2025/04/magik-2304804.webp,"Buzo de frisa con gofrado. Confeccionado en material suave y abrigado, ideal para los días fríos. Diseño cómodo y moderno, con textura gofrada que añade un toque único al look.",39999,https://magicstore.com.ar/buzo-logo-marvel-2/
80919,SPIDERMAN,Buzo capucha Spiderman,Buzo capucha Spiderman,2-4-6-8-10-12-14,1-2-2-2-1-1-1,23990,sku,1.00,si,Buzo de frisa Spider-Man &#8211; Marvel,80919%rojo,https://magicstore.com.ar/wp-content/uploads/2025/02/buzo.jpg,"Buzo disfraz con capucha forrada, mangas combinadas y estampa. Confeccionado en material suave y cómodo, ideal para un look divertido y original. Diseño moderno y estilizado, perfecto para ocasiones especiales o para un toque único en el día a día.",52999,https://magicstore.com.ar/buzo-frisa-spiderman/
80948,SURTIDO,Boxer Marvel surtidos,Boxer Marvel surtidos,4-6-8-10-12,2-2-2-1-1,3500,fuzzy,0.50,si,Boxer Marvel,80786-gris,https://magicstore.com.ar/wp-content/uploads/2025/05/80786-C-scaled.webp,"¡Lleva el poder de tus héroes favoritos contigo todos los días! Este boxer oficial de Marvel combina comodidad y estilo en una prenda ideal para fanáticos. Confeccionado en suave algodón con elastano, se adapta perfectamente al cuerpo brindando libertad de movimiento y frescura. Su cintura con elástico personalizado añade un toque distintivo y asegura un calce firme sin perder confort. Perfecto para uso diario o para regalar a cualquier amante del universo Marvel.",9999,https://magicstore.com.ar/boxer-marvel-2/
80962,SPIDERMAN,Jogging Spiderman,Jogging Spiderman,4-6-8-10-12-14-16,1 X TALLE,14990,sku,1.00,si,Jogging Spider-Man,80962-azul,https://magicstore.com.ar/wp-content/uploads/2026/02/80962-2-scaled.jpg,"Este pantalón es la definición de energía en movimiento. Diseñado para destacar, se aleja de los colores oscuros tradicionales para presentar un azul eléctrico (azul francia) vibrante que ilumina cualquier outfit de invierno. Es la prenda ideal para los chicos que quieren sentirse rápidos y ágiles, como su superhéroe favorito. cuenta con una cintura elástica con cordones ajustables al tono (con punteras metálicas) para un calce seguro. Los puños de rib en los tobillos aseguran que el pantalón no se arrastre y permiten lucir las zapatillas. Además, suma practicidad con bolsillos laterales y un bolsillo trasero en el lado derecho, perfecto para guardar pequeños tesoros.",32999,https://magicstore.com.ar/jogging-spider-man/
81002,SPIDERMAN,Buzo capucha Spiderman,Buzo capucha Spiderman,2-4-6-8-10-12-14,1-2-2-2-1-1-1,17500,sku,1.00,si,Buzo Spider-Touch,81002%,https://magicstore.com.ar/wp-content/uploads/2025/02/SPIDER-MAN-ART.81002.jpg,"🕷️ ¡Vístete como un verdadero superhéroe con el buzo de Spider-Man! 🕷️ El buzo de Spider-Man es perfecto para mantener a los pequeños cómodos y con estilo mientras viven sus aventuras diarias. Hecho con materiales suaves y cómodos, este buzo ofrece la combinación ideal de confort y diseño. Con detalles inspirados en el icónico traje de Spider-Man, este buzo es perfecto para los niños que quieren sentirse como su superhéroe favorito en cada momento.",38500,https://magicstore.com.ar/buzo-spider-touch/
81006,SPIDERMAN,Campera Spiderman,Campera Spiderman,2-4-6-8-10-12-14,1-2-2-2-1-1-1,24990,sku,1.00,si,Campera de Frisa Spider-Man &#8211; Marvel,81006-rojo,https://magicstore.com.ar/wp-content/uploads/2025/02/Nino-usando-campera-de-frisa-spider-man-1200x1500-1.jpg,"Campera de Frisa Spider-Man – Marvel Descubre la campera de frisa Spider-Man oficial de Marvel, confeccionada en tejido de frisa premium que aporta calidez y suavidad excepcionales. Su diseño auténtico con estampado de alta definición del icónico superhéroe brinda un estilo urbano y moderno, perfecto para cualquier ocasión. Frisa de alta calidad: térmica, suave y resistente Estampado Spider-Man con licencia oficial Marvel Capucha ajustable con cordón para mayor protección Cierre frontal completo para facilitar el uso Puños y cintura canalé que aseguran un ajuste óptimo Fácil cuidado: lavable a máquina y de secado rápido",54999,https://magicstore.com.ar/campera-frisa-spider-man/
81008,SPIDERMAN,Pijama ML Spiderman,Pijama ML Spiderman,2-4-6-8-10-12-14,2-3-3-3-1-1-1,24990,sku,1.00,si,Pijama Spider-Man plush,81008%negro,https://magicstore.com.ar/wp-content/uploads/2025/02/81008-completo.jpg,"¡Haz que las noches sean aún más cómodas y emocionantes con el Pijama Spider-Man Gamuzado! Confeccionado en un suave y cálido material gamuzado, este pijama es perfecto para mantener a los pequeños abrigados mientras sueñan con salvar la ciudad. El diseño presenta a Spider-Man en su versión más heroica, ideal para los fanáticos del hombre araña. Su textura gamuzada ofrece una sensación extra de suavidad, asegurando que tus pequeños tengan el descanso que merecen. ¡El descanso y la aventura nunca fueron tan cómodos!",59999,https://magicstore.com.ar/pijama-spider-man-plush/
